ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
5484	"ENSG00000167778.4"	"SPRYD3"	chr12	-	53467069	53467255	53468432	53468568	53461938	53462088	53468878	53469003	5484	66,17	37,19	22,7	27,9	199	199	0.158140476483	0.64709105423	0.641,0.472	0.449,0.438	0.113
752	"ENSG00000104549.7"	"SQLE"	chr8	+	126030872	126030969	126033025	126033113	126030300	126030443	126033994	126034525	752	740,451	428,364	544,802	306,453	196	187	0.158450272352	0.64709105423	0.623,0.542	0.629,0.628	-0.046
381	"ENSG00000198300.8"	"PEG3"	chr19	-	57337755	57337831	57341150	57341289	57335653	57335795	57347385	57347472	381	3,3	362,250	7,0	213,122	199	175	0.159349112319	0.647190589838	0.007,0.01	0.028,0.0	-0.005
3822	"ENSG00000214293.4"	"RSBN1L-AS1"	chr7	-	77314518	77314645	77325212	77325331	77313537	77313568	77325488	77325579	3822	0,2	75,52	0,6	39,65	199	199	0.158766167426	0.647190589838	0.0,0.037	0.0,0.085	-0.024
4249	"ENSG00000138698.10"	"RAP1GDS1"	chr4	+	99264289	99264412	99273626	99273752	99214558	99214666	99300167	99300314	4249	23,17	11,17	16,8	22,9	199	199	0.159292919167	0.647190589838	0.676,0.5	0.421,0.471	0.142
4758	"ENSG00000172239.9"	"PAIP1"	chr5	-	43547829	43548015	43555931	43556101	43543105	43543218	43556920	43557179	4758	5,6	108,227	17,1	85,228	199	199	0.15905689328	0.647190589838	0.044,0.026	0.167,0.004	-0.051
868	"ENSG00000214046.4"	"SMIM7"	chr19	-	16764845	16764936	16770205	16770258	16757906	16758072	16770769	16770811	868	291,93	77,40	168,62	51,48	152	190	0.158907888631	0.647190589838	0.825,0.744	0.805,0.618	0.073
1461	"ENSG00000101104.8"	"PABPC1L"	chr20	+	43547823	43547918	43550234	43550372	43547546	43547686	43552801	43552897	1461	632,188	749,482	300,95	474,466	194	199	0.160628743373	0.650483909204	0.464,0.286	0.394,0.173	0.092
1546	"ENSG00000090054.9"	"SPTLC1"	chr9	-	94839079	94839317	94841715	94841848	94830247	94830380	94842297	94842370	1546	38,34	4,3	43,36	2,0	199	199	0.160451472312	0.650483909204	0.905,0.919	0.956,1.0	-0.066
3073	"ENSG00000087470.13"	"DNM1L"	chr12	+	32890798	32890876	32891197	32891230	32890038	32890095	32892997	32893174	3073	5,2	35,17	4,4	15,12	177	132	0.160503284078	0.650483909204	0.096,0.081	0.166,0.199	-0.094
1306	"ENSG00000105699.12"	"LSR"	chr19	+	35749847	35749967	35753448	35753595	35741217	35741562	35757261	35757435	1306	644,549	450,613	259,227	233,362	199	199	0.16120551408	0.650834404241	0.589,0.472	0.526,0.385	0.075
3352	"ENSG00000129493.10"	"HEATR5A"	chr14	-	31771500	31771725	31774110	31774383	31765114	31765269	31775937	31776085	3352	555,218	41,71	318,275	49,92	199	199	0.161152787051	0.650834404241	0.931,0.754	0.866,0.749	0.035
4359	"ENSG00000196781.9"	"TLE1"	chr9	-	84249011	84249216	84267128	84267203	84235355	84235472	84268888	84268951	4359	127,174	4,5	110,186	1,2	174	199	0.161298079085	0.650834404241	0.973,0.975	0.992,0.991	-0.018
908	"ENSG00000139350.7"	"NEDD1"	chr12	+	97301381	97301634	97311398	97311515	97301000	97301078	97313762	97313903	908	8,6	10,5	10,6	4,3	199	199	0.16134064501	0.650834404241	0.444,0.545	0.714,0.667	-0.196
5303	"ENSG00000196141.8"	"SPATS2L"	chr2	+	201242863	201243094	201248589	201248740	201194153	201194203	201253945	201254006	5303	6,0	11,15	0,0	12,23	199	199	0.161593412355	0.651223016102	0.353,0.0	0.0,0.0	0.176
3362	"ENSG00000169241.13"	"SLC50A1"	chr1	+	155109303	155109427	155110036	155110198	155108774	155108872	155110454	155110574	3362	6,2	78,81	0,7	29,35	199	199	0.162172474338	0.652924575115	0.071,0.024	0.0,0.167	-0.036
4273	"ENSG00000138293.15"	"NCOA4"	chr10	+	51582795	51582939	51584615	51585599	51582182	51582272	51586270	51586411	4273	1588,2233	1623,1277	1558,3040	1563,540	199	199	0.162783428334	0.653488343447	0.495,0.636	0.499,0.849	-0.108
4840	"ENSG00000127947.11"	"PTPN12"	chr7	+	77200402	77200503	77210743	77210820	77166591	77166962	77212871	77212967	4840	4,3	273,269	7,2	182,162	199	176	0.162763881637	0.653488343447	0.013,0.01	0.033,0.011	-0.01
882	"ENSG00000129625.8"	"REEP5"	chr5	-	112222711	112222880	112238076	112238215	112213781	112214532	112256859	112256953	882	97,92	712,401	78,49	500,412	199	199	0.162726409608	0.653488343447	0.12,0.187	0.135,0.106	0.033
1885	"ENSG00000260276.1"	"RP11-77H9.2"	chr16	+	8944789	8944907	8947382	8947493	8943705	8943850	8948890	8949074	1885	20,21	59,41	9,5	33,27	199	199	0.163054897066	0.653754183638	0.253,0.339	0.214,0.156	0.111
4574	"ENSG00000105793.11"	"GTPBP10"	chr7	+	89983771	89983863	90001468	90001542	89982129	89982323	90003615	90003668	4574	67,30	22,25	37,67	14,17	191	173	0.163163727312	0.653754183638	0.734,0.521	0.705,0.781	-0.116
2885	"ENSG00000171759.4"	"PAH"	chr12	-	103240672	103240729	103245464	103245534	103238113	103238209	103246592	103247193	2885	50,59	61,42	38,64	87,63	169	156	0.163709924295	0.655311937346	0.431,0.565	0.287,0.484	0.113
1942	"ENSG00000168060.10"	"NAALADL1"	chr11	-	64813916	64813998	64814946	64815037	64813660	64813834	64815118	64815210	1942	2,4	18,13	10,6	19,15	190	181	0.164380011296	0.657362139313	0.096,0.227	0.334,0.276	-0.144
4317	"ENSG00000171723.11"	"GPHN"	chr14	+	67291191	67291284	67309395	67309434	67243181	67243239	67346656	67346751	4317	126,76	0,0	77,136	0,4	192	138	0.164741478338	0.658175407218	1.0,1.0	1.0,0.961	0.02
3658	"ENSG00000120992.13"	"LYPLA1"	chr8	-	54974813	54974858	54975887	54975935	54967619	54967693	54978307	54978373	3658	9,28	106,146	7,27	63,79	147	144	0.165437198485	0.660321243809	0.077,0.158	0.098,0.251	-0.057
3643	"ENSG00000196712.12"	"NF1"	chr17	+	29679274	29679432	29683477	29683600	29677200	29677336	29683977	29684108	3643	37,64	139,243	33,49	120,304	199	199	0.166362314421	0.662742885105	0.21,0.208	0.216,0.139	0.032
4154	"ENSG00000184047.11"	"DIABLO"	chr12	-	122709058	122709191	122709191	122709295	122702812	122702944	122710511	122710599	4154	41,14	177,166	19,14	131,186	199	199	0.16632818166	0.662742885105	0.188,0.078	0.127,0.07	0.035
1218	"ENSG00000000419.8"	"DPM1"	chr20	-	49557665	49557746	49558567	49558663	49557401	49557470	49562273	49562299	1218	586,679	11,13	376,444	7,1	195	180	0.167547854352	0.663685980371	0.98,0.98	0.98,0.998	-0.009
1462	"ENSG00000101104.8"	"PABPC1L"	chr20	+	43567314	43567389	43581283	43581345	43566701	43566832	43586977	43587676	1462	100,49	4,6	79,37	2,0	174	161	0.166911277485	0.663685980371	0.959,0.883	0.973,1.0	-0.065
1875	"ENSG00000163517.10"	"HDAC11"	chr3	+	13540012	13540055	13542212	13542289	13538235	13538352	13543370	13543433	1875	48,25	31,36	12,4	14,17	142	176	0.168033875405	0.663685980371	0.657,0.463	0.515,0.226	0.19
2593	"ENSG00000138448.7"	"ITGAV"	chr2	+	187495523	187495585	187495762	187495847	187490199	187490314	187498055	187498101	2593	313,211	3,4	185,149	5,4	161	184	0.167825831327	0.663685980371	0.992,0.984	0.977,0.977	0.011
2645	"ENSG00000169660.11"	"HEXDC"	chr17	+	80382269	80382379	80385905	80386003	80377624	80377759	80386433	80386521	2645	69,66	0,0	51,35	0,2	199	197	0.167626848908	0.663685980371	1.0,1.0	1.0,0.945	0.028
2694	"ENSG00000149262.12"	"INTS4"	chr11	-	77652225	77652297	77666987	77667108	77649696	77649871	77669791	77669880	2694	7,4	280,230	8,7	186,203	199	171	0.16731094418	0.663685980371	0.021,0.015	0.036,0.029	-0.014
3282	"ENSG00000250151.5"	"ARPC4-TTLL3"	chr3	+	9854931	9855029	9857757	9857886	9854629	9854795	9867483	9867632	3282	115,47	0,0	80,24	2,0	197	199	0.167335771875	0.663685980371	1.0,1.0	0.976,1.0	0.012
5064	"ENSG00000183495.9"	"EP400"	chr12	+	132475951	132476001	132479411	132479501	132475180	132475259	132489621	132489729	5064	72,49	71,42	86,52	38,48	149	189	0.167847440304	0.663685980371	0.563,0.597	0.742,0.579	-0.081
5385	"ENSG00000106804.6"	"C5"	chr9	-	123716007	123716146	123719562	123719646	123714615	123715146	123722525	123722615	5385	197,211	462,479	141,166	418,434	183	199	0.168031285268	0.663685980371	0.317,0.324	0.268,0.294	0.039
4374	"ENSG00000047457.9"	"CP"	chr3	-	148903025	148903233	148904306	148904519	148901252	148901392	148905838	148905989	4374	2458,2758	1605,1885	1474,1581	1073,1298	199	199	0.168299803619	0.664106239304	0.605,0.594	0.579,0.549	0.035
1330	"ENSG00000047230.10"	"CTPS2"	chrX	-	16716358	16716459	16717045	16717216	16711493	16711610	16720859	16721064	1330	31,35	57,79	31,54	31,96	199	199	0.169089763889	0.665429650003	0.352,0.307	0.5,0.36	-0.1
273	"ENSG00000140650.7"	"PMM2"	chr16	+	8896070	8896246	8900172	8900264	8895655	8895767	8904935	8905035	273	0,0	101,145	4,0	103,133	199	191	0.170484218112	0.665429650003	0.0,0.0	0.036,0.0	-0.018
3003	"ENSG00000112983.13"	"BRD8"	chr5	-	137493330	137493507	137495243	137495288	137492570	137492956	137495757	137495862	3003	30,14	6,9	42,7	16,20	144	199	0.16943650103	0.665429650003	0.874,0.683	0.784,0.326	0.223
3045	"ENSG00000161265.10"	"U2AF1L4"	chr19	-	36235526	36235593	36236025	36236113	36235223	36235322	36236248	36236306	3045	5,6	11,1	1,1	3,8	187	166	0.170490858886	0.665429650003	0.287,0.842	0.228,0.1	0.4
3361	"ENSG00000169241.13"	"SLC50A1"	chr1	+	155109303	155109427	155110036	155110198	155108774	155108852	155110454	155110574	3361	41,20	80,85	20,17	31,36	199	199	0.169327489254	0.665429650003	0.339,0.19	0.392,0.321	-0.092
3437	"ENSG00000141279.11"	"NPEPPS"	chr17	+	45673718	45673828	45677041	45677105	45669850	45669911	45678973	45679113	3437	198,191	259,201	136,133	133,125	199	163	0.170520362464	0.665429650003	0.385,0.438	0.456,0.466	-0.05
3479	"ENSG00000102893.11"	"PHKB"	chr16	+	47697587	47697645	47699852	47699943	47695629	47695711	47703125	47703328	3479	80,68	56,58	50,71	40,96	157	190	0.169205221775	0.665429650003	0.634,0.587	0.602,0.472	0.074
398	"ENSG00000116962.10"	"NID1"	chr1	-	236176710	236176860	236180447	236180573	236156944	236157172	236187369	236187513	398	184,235	6,17	132,131	3,4	199	199	0.169771519718	0.665429650003	0.968,0.933	0.978,0.97	-0.023
4332	"ENSG00000115942.4"	"ORC2"	chr2	-	201798598	201798697	201800421	201800615	201796061	201796171	201802628	201802689	4332	227,173	26,34	164,174	12,24	199	198	0.170549397213	0.665429650003	0.897,0.835	0.931,0.878	-0.039
4839	"ENSG00000127947.11"	"PTPN12"	chr7	+	77227158	77227218	77229980	77230123	77221501	77221573	77236551	77236618	4839	262,214	102,178	185,233	123,208	159	199	0.170872999244	0.665429650003	0.763,0.601	0.653,0.584	0.063
4864	"ENSG00000185379.16"	"RAD51D"	chr17	-	33434006	33434141	33434384	33434466	33433404	33433500	33445519	33445638	4864	4,4	3,0	9,0	16,1	181	199	0.17079621884	0.665429650003	0.594,1.0	0.382,0.0	0.606
5137	"ENSG00000143429.5"	"AC027612.6"	chr2	-	91817574	91817788	91823842	91823983	91816786	91816979	91842945	91843023	5137	7,1	0,4	0,0	3,6	199	199	0.170179409342	0.665429650003	1.0,0.2	0.0,0.0	0.6
5288	"ENSG00000164808.12"	"SPIDR"	chr8	+	48206455	48206619	48307537	48307581	48203621	48203726	48308935	48309186	5288	160,219	2,2	154,321	0,0	199	143	0.170765206212	0.665429650003	0.983,0.987	1.0,1.0	-0.015
713	"ENSG00000066427.17"	"ATXN3"	chr14	-	92555073	92555161	92559595	92559662	92549469	92549579	92560089	92560175	713	8,19	0,0	6,8	0,3	166	187	0.16951930106	0.665429650003	1.0,1.0	1.0,0.75	0.125
1032	"ENSG00000269699.1"	"ZIM2"	chr19	-	57344657	57344788	57345010	57345131	57337755	57337831	57347385	57347472	1032	40,44	232,288	60,33	178,238	199	199	0.171565100543	0.665634215807	0.147,0.133	0.252,0.122	-0.047
1556	"ENSG00000197386.6"	"HTT"	chr4	+	3189377	3190820	3201458	3201666	3184080	3184197	3205733	3205875	1556	1,1	53,88	1,7	46,107	199	199	0.171448929154	0.665634215807	0.019,0.011	0.021,0.061	-0.026
848	"ENSG00000073060.11"	"SCARB1"	chr12	-	125279740	125279814	125292311	125292473	125271951	125272003	125296415	125296511	848	3,7	164,116	2,4	52,41	199	173	0.171503157444	0.665634215807	0.016,0.05	0.032,0.078	-0.022
904	"ENSG00000100239.11"	"PPP6R2"	chr22	+	50827462	50827540	50832178	50832228	50810500	50810579	50832321	50832564	904	10,7	16,12	7,14	11,2	177	149	0.171170830645	0.665634215807	0.345,0.329	0.349,0.855	-0.265
2502	"ENSG00000116898.7"	"MRPS15"	chr1	-	36926292	36926377	36927688	36927764	36923523	36923582	36929406	36929451	2502	83,52	92,93	51,14	52,119	175	184	0.171971028044	0.666587886171	0.487,0.37	0.508,0.11	0.119
387	"ENSG00000000003.10"	"TSPAN6"	chrX	-	99887481	99887565	99888401	99888536	99885755	99885863	99888927	99889026	387	78,57	274,129	61,69	160,133	199	183	0.172228166454	0.666963587859	0.207,0.289	0.26,0.323	-0.043
510	"ENSG00000115204.10"	"MPV17"	chr2	-	27535081	27535114	27535360	27535456	27534766	27534819	27535546	27535639	510	149,121	31,23	82,55	16,26	195	132	0.172491981502	0.667364422856	0.765,0.781	0.776,0.589	0.091
2896	"ENSG00000184182.14"	"UBE2F"	chr2	+	238933982	238934053	238939196	238939254	238925207	238925275	238940862	238940895	2896	29,69	227,118	18,43	134,210	170	157	0.172864166538	0.668183403248	0.106,0.351	0.11,0.159	0.094
3265	"ENSG00000063046.13"	"EIF4B"	chr12	+	53415499	53415561	53415596	53415644	53413693	53413810	53416276	53416411	3265	6,8	459,477	2,3	396,484	161	147	0.173235386997	0.668377123326	0.012,0.015	0.005,0.006	0.008
561	"ENSG00000143727.11"	"ACP1"	chr2	+	272036	272150	272191	272305	271865	271939	275139	275201	561	947,710	348,282	474,493	200,238	199	199	0.173098248855	0.668377123326	0.731,0.716	0.703,0.674	0.035
2600	"ENSG00000116288.8"	"PARK7"	chr1	+	8025383	8025485	8029404	8029464	8022822	8022935	8030953	8031023	2600	1387,531	208,110	799,558	128,156	199	159	0.173959981761	0.669666653831	0.842,0.794	0.833,0.741	0.031
2889	"ENSG00000171759.4"	"PAH"	chr12	-	103238113	103238209	103240672	103240729	103234177	103234293	103245464	103245534	2889	122,89	16,26	118,149	35,41	156	195	0.173945049649	0.669666653831	0.905,0.811	0.808,0.82	0.044
3258	"ENSG00000138041.11"	"SMEK2"	chr2	-	55795329	55795499	55804450	55804492	55792037	55792177	55806814	55806917	3258	1,11	100,71	1,4	97,80	141	199	0.174052202605	0.669666653831	0.014,0.179	0.014,0.066	0.057
1849	"ENSG00000143537.9"	"ADAM15"	chr1	+	155033893	155033965	155034379	155034593	155033238	155033308	155034720	155034845	1849	13,2	4,0	2,1	2,1	171	199	0.1746192956	0.67122818798	0.791,1.0	0.538,0.538	0.357
5161	"ENSG00000072274.8"	"TFRC"	chr3	-	195800800	195800996	195802029	195802231	195798873	195799023	195803934	195803993	5161	446,550	110,273	491,452	180,277	199	199	0.174975562002	0.671977181379	0.802,0.668	0.732,0.62	0.059
2893	"ENSG00000141699.6"	"FAM134C"	chr17	-	40738782	40738909	40739851	40739882	40738070	40738155	40744073	40744180	2893	15,21	6,4	1,17	12,4	130	199	0.175301720906	0.67198993014	0.793,0.889	0.113,0.867	0.351
5501	"ENSG00000267120.3"	"AD000671.6"	chr19	-	36235526	36235639	36236025	36236113	36235223	36235322	36236248	36236333	5501	5,6	12,2	1,1	3,9	187	199	0.175234065505	0.67198993014	0.307,0.761	0.262,0.106	0.35
3743	"ENSG00000091127.9"	"PUS7"	chr7	-	105105759	105105861	105108783	105108910	105103067	105103197	105111134	105111295	3743	93,59	19,23	78,46	19,48	199	199	0.175761818054	0.673133807322	0.83,0.72	0.804,0.489	0.128
2030	"ENSG00000184203.3"	"PPP1R2"	chr3	-	195245814	195245982	195250489	195250584	195241220	195243740	195251616	195251694	2030	116,142	183,124	122,145	91,144	194	199	0.175982831386	0.673360778548	0.394,0.54	0.579,0.508	-0.076
156	"ENSG00000119820.6"	"YIPF4"	chr2	+	32517245	32517417	32523302	32523380	32515551	32515705	32526450	32526564	156	47,37	201,99	43,30	124,68	199	177	0.17653473039	0.674852233805	0.172,0.249	0.236,0.282	-0.049
5297	"ENSG00000175106.12"	"TVP23C"	chr17	-	15343524	15343599	15406411	15406546	15341204	15341517	15443746	15443875	5297	3,2	6,8	2,4	18,22	199	174	0.176994176449	0.675987850052	0.304,0.179	0.089,0.137	0.129
346	"ENSG00000143207.15"	"RFWD2"	chr1	-	176118141	176118210	176145045	176145143	176104145	176104222	176153768	176153828	346	6,6	29,18	8,9	19,16	197	168	0.177163984968	0.67601619562	0.15,0.221	0.264,0.324	-0.109
4358	"ENSG00000196781.9"	"TLE1"	chr9	-	84249011	84249216	84267098	84267203	84235368	84235472	84268888	84268951	4358	129,178	4,5	110,186	1,2	199	199	0.177902815216	0.678213754345	0.97,0.973	0.991,0.989	-0.018
1217	"ENSG00000217555.8"	"CKLF"	chr16	+	66592092	66592251	66597024	66597120	66586471	66586696	66599788	66599975	1217	177,138	222,177	117,88	113,96	199	195	0.178452849129	0.678719197177	0.439,0.433	0.504,0.473	-0.052
3185	"ENSG00000162298.12"	"SYVN1"	chr11	-	64899718	64899822	64900202	64900251	64898940	64899067	64900392	64900545	3185	12,49	25,24	7,11	40,11	148	199	0.178491265977	0.678719197177	0.392,0.733	0.19,0.573	0.181
3576	"ENSG00000171612.6"	"SLC25A33"	chr1	+	9630315	9630416	9633403	9633470	9627341	9627419	9640011	9640292	3576	21,32	77,60	17,21	51,96	199	166	0.178524506584	0.678719197177	0.185,0.308	0.218,0.154	0.06
1970	"ENSG00000079263.14"	"SP140"	chr2	+	231110577	231110655	231112630	231112780	231109702	231109795	231113599	231113683	1970	3,1	5,14	3,3	4,4	177	199	0.179090743259	0.679684788185	0.403,0.074	0.457,0.457	-0.218
3849	"ENSG00000090686.11"	"USP48"	chr1	-	22048142	22048257	22050390	22050588	22047528	22047659	22055062	22055212	3849	66,48	201,158	38,33	152,142	199	199	0.179270509576	0.679684788185	0.247,0.233	0.2,0.189	0.045
4742	"ENSG00000138468.11"	"SENP7"	chr3	-	101117704	101117899	101136436	101136634	101090851	101090970	101177798	101177896	4742	31,28	18,24	20,58	34,49	199	199	0.179260904188	0.679684788185	0.633,0.538	0.37,0.542	0.13
677	"ENSG00000133739.11"	"LRRCC1"	chr8	+	86027609	86027819	86035647	86035841	86027334	86027510	86037026	86037174	677	7,3	4,10	1,3	9,11	199	199	0.179431559504	0.679684788185	0.636,0.231	0.1,0.214	0.276
3471	"ENSG00000166575.12"	"TMEM135"	chr11	+	86802403	86802437	86868382	86868448	86782564	86782657	86947679	86947726	3471	3,4	22,47	10,5	11,55	133	165	0.180067868478	0.681475033158	0.145,0.095	0.53,0.101	-0.196
275	"ENSG00000196208.9"	"GREB1"	chr2	+	11702588	11702708	11706605	11706782	11696478	11696897	11716478	11716661	275	63,43	109,133	48,19	105,116	199	199	0.180295555117	0.681716980883	0.366,0.244	0.314,0.141	0.078
3783	"ENSG00000053371.8"	"AKR7A2"	chr1	-	19633495	19633595	19634651	19634756	19632511	19632641	19634948	19635136	3783	34,37	65,37	18,9	44,17	199	199	0.180738746527	0.682772596907	0.343,0.5	0.29,0.346	0.104
473	"ENSG00000168872.11"	"DDX19A"	chr16	+	70390014	70390150	70395320	70395413	70389387	70389438	70398445	70398548	473	70,66	87,33	35,43	57,44	199	192	0.181088749147	0.683474580869	0.437,0.659	0.372,0.485	0.12
3081	"ENSG00000243955.1"	"GSTA1"	chr6	-	52660979	52661112	52662383	52662435	52658922	52659064	52663978	52664095	3081	4,1	20,3	4,5	42,41	151	199	0.18127101879	0.683542800021	0.209,0.305	0.112,0.138	0.132
864	"ENSG00000140995.12"	"DEF8"	chr16	+	90015824	90015921	90020650	90020784	90015202	90015222	90021576	90021674	864	22,17	93,18	21,13	44,2	196	199	0.182016873477	0.685734157724	0.194,0.49	0.326,0.868	-0.255
1978	"ENSG00000108443.9"	"RPS6KB1"	chr17	+	57991995	57992064	58003795	58003943	57990044	57990165	58007477	58007535	1978	64,62	333,313	64,35	316,331	168	199	0.182286158737	0.685792613107	0.185,0.19	0.193,0.111	0.036
4506	"ENSG00000196756.7"	"SNHG17"	chr20	-	37050738	37050888	37054582	37054700	37049652	37049745	37055061	37055146	4506	1,0	78,21	2,0	37,8	199	199	0.182361859887	0.685792613107	0.013,0.0	0.051,0.0	-0.019
4654	"ENSG00000183889.8"	"AC138969.4"	chr16	+	16429717	16429849	16429908	16429994	16427503	16427741	16434162	16434291	4654	0,0	66,38	0,2	53,14	199	185	0.183082255327	0.687262333807	0.0,0.0	0.0,0.117	-0.059
801	"ENSG00000084092.6"	"NOA1"	chr4	-	57832785	57832902	57834549	57834681	57830571	57830692	57839313	57839519	801	91,63	50,59	50,67	40,81	199	199	0.183082855679	0.687262333807	0.645,0.516	0.556,0.453	0.076
1562	"ENSG00000010803.12"	"SCMH1"	chr1	-	41618270	41618413	41625396	41625605	41617285	41617356	41626546	41626570	1562	5,14	4,12	6,10	5,30	199	199	0.183432200387	0.687401693918	0.556,0.538	0.545,0.25	0.15
1625	"ENSG00000179152.14"	"TCAIM"	chr3	+	44396230	44396303	44399232	44399368	44380297	44380326	44402856	44403010	1625	12,27	14,8	14,22	2,7	172	199	0.183470814823	0.687401693918	0.498,0.796	0.89,0.784	-0.19
3626	"ENSG00000112290.8"	"WASF1"	chr6	-	110481837	110481935	110499800	110499945	110448671	110448832	110500641	110501207	3626	7,6	8,2	2,0	2,8	199	197	0.183615345577	0.687401693918	0.464,0.748	0.497,0.0	0.357
4217	"ENSG00000014123.9"	"UFL1"	chr6	+	96972257	96972286	96973172	96973270	96971021	96971167	96974196	96974311	4217	48,27	53,72	23,38	60,101	128	197	0.184171696133	0.687629391033	0.582,0.366	0.371,0.367	0.105
4773	"ENSG00000086300.11"	"SNX10"	chr7	+	26393676	26393804	26396626	26396747	26386039	26386086	26400594	26400681	4773	0,0	7,8	0,1	5,0	199	199	0.184166452754	0.687629391033	0.0,0.0	0.0,1.0	-0.5
5304	"ENSG00000196141.8"	"SPATS2L"	chr2	+	201253945	201254006	201277033	201277142	201194153	201194203	201283972	201284219	5304	81,72	6,1	50,41	0,0	160	199	0.183918258814	0.687629391033	0.944,0.989	1.0,1.0	-0.034
3831	"ENSG00000108423.10"	"TUBD1"	chr17	-	57941024	57941208	57951899	57952064	57936850	57937785	57955463	57955695	3831	3,27	30,19	17,42	26,17	199	199	0.18438750775	0.687818274877	0.091,0.587	0.395,0.712	-0.215
171	"ENSG00000138069.12"	"RAB1A"	chr2	-	65318116	65318212	65325104	65325200	65316072	65316204	65331867	65331940	171	2851,2692	427,422	1457,3447	399,438	195	195	0.185343650099	0.688751253562	0.87,0.864	0.785,0.887	0.031
1895	"ENSG00000075399.8"	"VPS9D1"	chr16	-	89776009	89776184	89776184	89776278	89775626	89775843	89776993	89777418	1895	161,89	1,0	101,59	3,0	193	199	0.185065512672	0.688751253562	0.994,1.0	0.972,1.0	0.011
